ΑΦΜ,Επωνυμία,Διακριτικός Τίτλος,Διεύθυνση,Περιφέρεια,Περιφερειακή Ενότητα,Δήμος,Δημοτική Ενότητα,Τηλέφωνο 1,Τηλέφωνο 2,Email
090081375,ΣΥΛΛΟΓΟΣ ΓΟΝΕΩΝ ΚΑΙ ΚΗΔΕΜΟΝΩΝ ΜΑΘΗΤΩΝ ΕΙΔΙΚΩΝ ΣΧΟΛΕΙΩΝ - ΙΔΡΥΜΑΤΩΝ - ΘΕΡΑΠΕΥΤΗΡΙΩΝ ΚΑΙ ΑΤΟΜΩΝ ΜΕ ΑΝΑΠΗΡΙΕΣ (Α.μεΑ.) Ν. ΛΑΡΙΣΑΣ,-,"Καραΐσκάκη 31, ΤΚ:41332",ΠΕΡΙΦΕΡΕΙΑ ΘΕΣΣΑΛΙΑΣ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΛΑΡΙΣΑΣ,ΔΗΜΟΣ ΛΑΡΙΣΑΙΩΝ,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΛΑΡΙΣΑΙΩΝ,2410619953,6973385337,sullogosamea@gmail.com
090138790,ΕΥΡΩΠΑΪΚΟ ΠΟΛΙΤΙΣΤΙΚΟ ΚΑΙ ΕΡΕΥΝΗΤΙΚΟ ΚΕΝΤΡΟ ΑΘΗΝΩΝ,Ε.Π.Ε.Κ.Α.,"ΚΑΝΑΡΗ 20, ΤΚ:10674",ΠΕΡΙΦΕΡΕΙΑ ΑΤΤΙΚΗΣ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΚΕΝΤΡΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΔΗΜΟΣ ΑΘΗΝΑΙΩΝ,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΑΘΗΝΑΙΩΝ,2103625300,6944 625 825,info@depeka.gr
090136618,ΓΙΑΤΡΟΙ ΤΟΥ ΚΟΣΜΟΥ ΕΛΛΗΝΙΚΗ ΑΝΤΙΠΡΟΣΩΠΕΙΑ,-,"ΣΑΠΦΟΥΣ 12, ΤΚ:10553",ΠΕΡΙΦΕΡΕΙΑ ΑΤΤΙΚΗΣ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΚΕΝΤΡΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΔΗΜΟΣ ΑΘΗΝΑΙΩΝ,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΑΘΗΝΑΙΩΝ,2103213150,"6943290024 ",info@mdmgreece.gr
997580904,"ΣΥΛΛΟΓΟΣ ΓΟΝΕΩΝ, ΚΗΔΕΜΟΝΩΝ ΚΑΙ ΦΙΛΩΝ ΑΤΟΜΩΝ ΜΕ ΝΟΗΤΙΚΗ ΥΣΤΕΡΗΣΗ ""Η ΡΟΔΑΥΓΗ""",Η ΡΟΔΑΥΓΗ,"ΑΓΙΑΣ ΕΙΡΗΝΗΣ ΧΡΥΣΟΒΑΛΑΝΤΟΥ 0, ΤΚ:71409",ΠΕΡΙΦΕΡΕΙΑ ΚΡΗΤΗΣ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΗΡΑΚΛΕΙΟΥ,ΔΗΜΟΣ ΗΡΑΚΛΕΙΟΥ,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΗΡΑΚΛΕΙΟΥ,2810361369,6945743084,i.rodavgi@gmail.com
090072108,ΙΔΡΥΜΑ ΕΙΔΙΚΩΝ ΠΑΙΔΩΝ ΜΑΓΝΗΣΙΑΣ-ΑΣΠΡΕΣ ΠΕΤΑΛΟΥΔΕΣ,-,"ΤΕΡΜΑ ΛΑΡΙΣΗΣ, ΘΕΣΗ ΖΑΧΑΡΗ 0, ΤΚ:38001",ΠΕΡΙΦΕΡΕΙΑ ΘΕΣΣΑΛΙΑΣ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΜΑΓΝΗΣΙΑΣ,ΔΗΜΟΣ ΒΟΛΟΥ,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΝΕΑΣ ΙΩΝΙΑΣ,2421066150,6934849311,asprespetaloudes@yahoo.gr
996890564,ΜΕΘΕΞΙΣ ΑΣΤΙΚΗ ΜΗ ΚΕΡΔΟΣΚΟΠΙΚΗ ΕΤΑΙΡΕΙΑ,ΜΕΘΕΞΙΣ,"ΚΟΜΝΗΝΩΝ 17, ΤΚ:68100",ΠΕΡΙΦΕΡΕΙΑ ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΕΒΡΟΥ,ΔΗΜΟΣ ΑΛΕΞΑΝΔΡΟΥΠΟΛΗΣ,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΑΛΕΞΑΝΔΡΟΥΠΟΛΗΣ,6974548508,-,methexis.amke@gmail.com
099945174,"ΑΣΤΙΚΗ ΜΗ ΚΕΡΔΟΣΚΟΠΙΚΗ ΕΤΑΙΡΕΙΑ ""Η ΜΕΡΙΜΝΑ""",-,"ΠΛΑΤΕΙΑ ΠΥΡΡΟΥ 1, ΤΚ:45221",ΠΕΡΙΦΕΡΕΙΑ ΗΠΕΙΡΟΥ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΙΩΑΝΝΙΝΩΝ,ΔΗΜΟΣ ΙΩΑΝΝΙΤΩΝ,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΙΩΑΝΝΙΤΩΝ,2651077561,6977016562,merimnaioa@gmail.com
090081001,"ΓΗΡΟΚΟΜΕΙΟ ΣΠΑΡΤΗΣ ""ΟΙ ΑΓΙΟΙ ΑΝΑΡΓΥΡΟΙ""",-,"ΕΠΙΣΚΟΠΟΥ ΒΡΕΣΘΕΝΗΣ ΘΕΟΔΩΡΗΤΟΥ Β' 30, ΤΚ:23100",ΠΕΡΙΦΕΡΕΙΑ ΠΕΛΟΠΟΝΝΗΣΟΥ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΛΑΚΩΝΙΑΣ,ΔΗΜΟΣ ΣΠΑΡΤΗΣ,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΣΠΑΡΤΙΑΤΩΝ,2731026555,6907002495,info@girokomeio-spartis.gr
090043950,ΣΥΛΛΟΓΟΣ ΣΥΝΔΡΟΜΟΥ DOWN ΕΛΛΑΔΟΣ,-,"ΡΟΔΟΠΟΛΕΩΣ 5, ΤΚ:55133",ΠΕΡΙΦΕΡΕΙΑ ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΘΕΣΣΑΛΟΝΙΚΗΣ,ΔΗΜΟΣ ΚΑΛΑΜΑΡΙΑΣ,-,2310435363,2310925000 εσ201,logistirio@down.gr
090200450,ΣΥΛΛΟΓΟΣ ΓΟΝΕΩΝ ΚΑΙ ΚΗΔΕΜΟΝΩΝ ΑΤΟΜΩΝ ΜΕ ΑΝΑΠΗΡΙΑ ΝΟΜΟΥ ΦΘΙΩΤΙΔΑΣ,-,"ΛΕΩΦΟΡΟΣ ΕΙΡΗΝΗΣ  11Α, ΤΚ:35132",ΠΕΡΙΦΕΡΕΙΑ ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΦΘΙΩΤΙΔΑΣ,ΔΗΜΟΣ ΛΑΜΙΕΩΝ,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΛΑΜΙΕΩΝ,2231030326,6947888768,syllogosamea.lamia@yahoo.gr
999328534,"""ΣΩΜΑΤΕΙΟ ΓΟΝΕΩΝ ΚΗΔΕΜΟΝΩΝ ΚΑΙ ΦΙΛΩΝ ΑΤΟΜΩΝ ΜΕ ΑΝΑΠΗΡΙΑ -ΝΙΚΗ- ΚΕΝΤΡΟ ΘΕΡΑΠΕΥΤΙΚΗΣ ΠΑΡΕΜΒΑΣΗΣ ΚΑΙ ΔΗΜΙΟΥΡΓΙΚΗΣ ΑΠΑΣΧΟΛΗΣΗΣ""",-,"ΔΡΑΓΑΤΣΑΝΙΟΥ 1, ΤΚ:16777",ΠΕΡΙΦΕΡΕΙΑ ΑΤΤΙΚΗΣ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΝΟΤΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΔΗΜΟΣ ΕΛΛΗΝΙΚΟΥ - ΑΡΓΥΡΟΥΠΟΛΗΣ,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΕΛΛΗΝΙΚΟΥ,2109822852,6944434888,artant.victor@gmail.com
090051579,ΓΕΝΙΚΟΝ ΦΙΛΟΠΤΩΧΟΝ ΤΑΜΕΙΟΝ  ΑΡΧΙΕΠΙΣΚΟΠΗΣ ΑΘΗΝΩΝ,-,"ΑΓΙΑΣ ΦΙΛΟΘΕΗΣ  19, ΤΚ:10556",ΠΕΡΙΦΕΡΕΙΑ ΑΤΤΙΚΗΣ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΚΕΝΤΡΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΔΗΜΟΣ ΑΘΗΝΑΙΩΝ,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΑΘΗΝΑΙΩΝ,2130174110,6974610033,gftiaa@gmail.com
999026870,ΣΥΛΛΟΓΟΣ ΓΟΝΕΩΝ ΚΑΙ ΦΙΛΩΝ ΑΤΟΜΩΝ ΚΑΙ ΠΑΙΔΙΩΝ ΜΕ ΕΙΔΙΚΕΣ ΑΝΑΓΚΕΣ - ΑΓΙΟΙ ΑΝΑΡΓΥΡΟΙ,-,"Π.Ε.Ο. ΘΗΒΩΝ-ΚΑΠΑΡΕΛΛΙΟΥ ΣΤΙΧΟΣ ΙΙ (ΤΑΧΙ) ΣΤΙΧΟΣ ΙΙ, ΤΚ:32200",ΠΕΡΙΦΕΡΕΙΑ ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΒΟΙΩΤΙΑΣ,ΔΗΜΟΣ ΘΗΒΑΙΩΝ,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΘΗΒΑΙΩΝ,2262029909,6989179630,ag.anargiri.thivas@gmail.com
090101747,ΕΝΩΣΙΣ ΓΟΝΕΩΝ ΚΗΔΕΜΟΝΩΝ ΚΑΙ ΦΙΛΩΝ ΑΠΡΟΣΑΡΜΟΣΤΩΝ ΑΤΟΜΩΝ-ΦΙΛΑΝΘΡΩΠΙΚΟΝ ΣΩΜΑΤΕΙΟΝ,"ΚΕΝΤΡΟ ΕΙΔΙΚΩΝ ΠΑΙΔΙΩΝ ""Η ΖΩΟΔΟΧΟΣ ΠΗΓΗ""","ΜΙΚΡΑΣ ΑΣΙΑΣ 30, ΤΚ:71601",ΠΕΡΙΦΕΡΕΙΑ ΚΡΗΤΗΣ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΗΡΑΚΛΕΙΟΥ,ΔΗΜΟΣ ΗΡΑΚΛΕΙΟΥ,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΝΕΑΣ ΑΛΙΚΑΡΝΑΣΣΟΥ,2810344094,6944269640,zoodohos@otenet.gr
997064749,ΦΑΡΟΣ ΤΟΥ ΚΟΣΜΟΥ ΑΣΤΙΚΗ ΜΗ ΚΕΡΔΟΣΚΟΠΙΚΗ ΕΤΑΙΡΕΙΑ ΥΠΟΣΤΗΡΙΞΗΣ ΝΕΩΝ,ΦΑΡΟΣ ΤΟΥ ΚΟΣΜΟΥ,"ΚΟΛΟΚΟΤΡΩΝΗ 32, ΤΚ:54628",ΠΕΡΙΦΕΡΕΙΑ ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΘΕΣΣΑΛΟΝΙΚΗΣ,ΔΗΜΟΣ ΑΜΠΕΛΟΚΗΠΩΝ - ΜΕΝΕΜΕΝΗΣ,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΜΕΝΕΜΕΝΗΣ,2310387444,6938387444,farostoukosmou@gmail.com
998601780,"ΣΥΛΛΟΓΟΣ ΓΟΝΕΩΝ, ΚΗΔΕΜΟΝΩΝ ΚΑΙ ΦΙΛΩΝ ΑΤΟΜΩΝ ΜΕ ΑΥΤΙΣΜΟ Ν. ΜΕΣΣΗΝΙΑΣ",-,"ΕΡΓΑΤΙΚΕΣ ΚΑΤΟΙΚΙΕΣ ΑΣΥΛΟΥ -, ΤΚ:24100",ΠΕΡΙΦΕΡΕΙΑ ΠΕΛΟΠΟΝΝΗΣΟΥ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΜΕΣΣΗΝΙΑΣ,ΔΗΜΟΣ ΚΑΛΑΜΑΤΑΣ,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΚΑΛΑΜΑΤΑΣ,2721089978,6944169486,autismmessinia@gmail.com
998265521,ΣΩΜΑΤΕΙΟ ΚΙΝΗΤΙΚΑ ΑΝΑΠΗΡΩΝ ΜΑΓΝΗΣΙΑΣ,ΙΠΠΟΚΑΜΠΟΣ,"Ν. ΓΑΤΣΟΥ  68, ΤΚ:38333",ΠΕΡΙΦΕΡΕΙΑ ΘΕΣΣΑΛΙΑΣ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΜΑΓΝΗΣΙΑΣ,ΔΗΜΟΣ ΒΟΛΟΥ,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΒΟΛΟΥ,2421044828,6974838599,ippokampos.volos@yahoo.com
997097387,"Ένωση Εικαστικών Λανασσα υπέρ φορέων καρκινοπαθών και άλλων ασθενών σε Ελλάδα και Κύπρο "," ΛΆΝΑΣΣΑ ","Οδυσσέα Ανδρούτσου  18, ΤΚ:16341",ΠΕΡΙΦΕΡΕΙΑ ΑΤΤΙΚΗΣ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΚΕΝΤΡΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΔΗΜΟΣ ΗΛΙΟΥΠΟΛΕΩΣ,-,2121213111,6983931775,lanassa@yahoo.com
999759520,ΔΙΟΔΟΣ Αστική μη Κερδοσκοπική Εταιρεία,-,"ΚΑΣΣΑΒΕΤΗ 9, ΤΚ:38221",ΠΕΡΙΦΕΡΕΙΑ ΘΕΣΣΑΛΙΑΣ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΜΑΓΝΗΣΙΑΣ,ΔΗΜΟΣ ΒΟΛΟΥ,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΒΟΛΟΥ,2421031993,6942212329,k_hmeras@diodo.gr
996838922,ΔΙΑΔΡΑΣΤΙΚΗ ΝΕΟΛΑΙΑ-ΑΣΤΙΚΗ ΜΗ ΚΕΡΔΟΣΚΟΠΙΚΗ ΕΤΑΙΡΙΑ,ΔΙΑΔΡΑΣΤΙΚΗ ΝΕΟΛΑΙΑ,"2η ΠΑΡΟΔΟΣ ΦΙΛΙΚΗΣ ΕΤΑΙΡΙΑΣ  4, ΤΚ:45500",ΠΕΡΙΦΕΡΕΙΑ ΗΠΕΙΡΟΥ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΙΩΑΝΝΙΝΩΝ,ΔΗΜΟΣ ΙΩΑΝΝΙΤΩΝ,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΙΩΑΝΝΙΤΩΝ,6972705758,-,info@interactiveyouth.gr
099911644,ΚΑΡΙΤΑΣ ΑΘΗΝΑΣ,-,"ΟΜΗΡΟΥ 9, ΤΚ:10672",ΠΕΡΙΦΕΡΕΙΑ ΑΤΤΙΚΗΣ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΚΕΝΤΡΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΔΗΜΟΣ ΑΘΗΝΑΙΩΝ,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΑΘΗΝΑΙΩΝ,2103626186,6973511944,caritasathens@caritasathens.gr
999333593,"ΣΥΛΛΟΓΟΣ ΦΙΛΩΝ ΠΕΡΙΘΑΛΠΟΜΕΝΩΝ ΝΟΣΟΚΟΜΕΙΟΥ ""Η ΣΩΤΗΡΙΑ""",ΣΟΦΙΑ ΣΛΗΜΑΝ,"ΜΕΣΟΓΕΙΩΝ  152, ΤΚ:11527",ΠΕΡΙΦΕΡΕΙΑ ΑΤΤΙΚΗΣ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΚΕΝΤΡΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΔΗΜΟΣ ΑΘΗΝΑΙΩΝ,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΑΘΗΝΑΙΩΝ,2017763638,6944416254,info@sylfilon.gr
090364479,ΣΟΥΡΛΙΓΚΕΙΟ ΙΔΡΥΜΑ ΚΑΝΑΛΙΩΝ,-,"ΚΑΝΑΛΙΑ -, ΤΚ:38500",ΠΕΡΙΦΕΡΕΙΑ ΘΕΣΣΑΛΙΑΣ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΜΑΓΝΗΣΙΑΣ,ΔΗΜΟΣ ΡΗΓΑ ΦΕΡΑΙΟΥ,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΚΑΡΛΑΣ,6973000755,6987344870,sourligeioidruma@gmail.com
090001670,ΕΛΛΗΝΙΚΟΣ ΕΡΥΘΡΟΣ ΣΤΑΥΡΟΣ  (Ε.Ε.Σ),-,"ΛΥΚΑΒΗΤΤΟΥ 1, ΤΚ:10672",ΠΕΡΙΦΕΡΕΙΑ ΑΤΤΙΚΗΣ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΚΕΝΤΡΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΔΗΜΟΣ ΑΘΗΝΑΙΩΝ,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΑΘΗΝΑΙΩΝ,2103646005,6938286734,s.georgiou@redcross.gr
999239562,ΚΥΤΤΑΡΟ ΕΝΑΛΛΑΚΤΙΚΩΝ ΑΝΑΖΗΤΗΣΕΩΝ ΝΕΩΝ ΚΕΑΝ,-,"ΠΑΤΡΟΚΛΟΥ 57, ΤΚ:13122",ΠΕΡΙΦΕΡΕΙΑ ΑΤΤΙΚΗΣ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΔΥΤΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΔΗΜΟΣ ΙΛΙΟΥ,-,2102692880,6992015635,info@kean.gr
090042780,ΕΝΩΣΗ ΠΟΛΥΤΕΚΝΩΝ ΑΘΗΝΩΝ (Ε.Π.Α.),-,"ΠΑΝΑΓΗ ΤΣΑΛΔΑΡΗ 68β, ΤΚ:10436",ΠΕΡΙΦΕΡΕΙΑ ΑΤΤΙΚΗΣ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΚΕΝΤΡΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΔΗΜΟΣ ΑΘΗΝΑΙΩΝ,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΑΘΗΝΑΙΩΝ,2105238150,6944331184,info@epa.org.gr
090262948,ΠΑΝΘΕΣΣΑΛΙΚΟΣ ΣΥΛΟΓΟΣ ΑΝΑΠΗΡΩΝ ΠΟΛΙΤΩΝ,-,"ΠΑΛΑΙΟΛΟΓΟΥ  14, ΤΚ:41223",ΠΕΡΙΦΕΡΕΙΑ ΘΕΣΣΑΛΙΑΣ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΛΑΡΙΣΑΣ,ΔΗΜΟΣ ΛΑΡΙΣΑΙΩΝ,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΛΑΡΙΣΑΙΩΝ,2410287209,6977463411,pansap.14@gmail.com
090048121,"ΣΥΛΛΟΓΟΣ ΓΟΝΕΩΝ, ΚΗΔΕΜΟΝΩΝ ΚΑΙ ΦΙΛΩΝ ΑΤΟΜΩΝ ΜΕ ΑΥΤΙΣΜΟ ΚΑΙ ΑΤΟΜΩΝ ΜΕ ΑΥΤΙΣΜΟ ΚΑΙ ΝΟΗΤΙΚΗ ΑΝΑΠΗΡΙΑ",ΕΛΠΙΔΑ,"ΣΤΕΦΑΝΙΔΗ -, ΤΚ:57013",ΠΕΡΙΦΕΡΕΙΑ ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΘΕΣΣΑΛΟΝΙΚΗΣ,ΔΗΜΟΣ ΩΡΑΙΟΚΑΣΤΡΟΥ,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΩΡΑΙΟΚΑΣΤΡΟΥ,2310697614,6994777677,espoir@elpida-autism.gr
998590551,ΣΥΛΛΟΓΟΣ ΓΟΝΕΩΝ ΚΑΙ ΚΗΔΕΜΟΝΩΝ ΑΤΟΜΩΝ ΜΕ ΕΙΔΙΚΕΣ ΑΝΑΓΚΕΣ ΝΟΜΟΥ ΦΩΚΙΔΑΣ ΚΑΙ ΦΙΛΩΝ ΑΥΤΩΝ,-,"ΣΑΛΩΝΩΝ 29, ΤΚ:33100",ΠΕΡΙΦΕΡΕΙΑ ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΦΩΚΙΔΑΣ,ΔΗΜΟΣ ΔΕΛΦΩΝ,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΑΜΦΙΣΣΗΣ,6972731236,2265079207,syllogosameaamfissas@yahoo.com
090169152,ΕΛΛΗΝΙΚΗ ΙΕΡΑΠΟΣΤΟΛΙΚΗ ΕΝΩΣΗ (Ε.Ι.Ε.),-,"ΛΥΔΙΑΣ 12, ΤΚ:11527",ΠΕΡΙΦΕΡΕΙΑ ΑΤΤΙΚΗΣ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΚΕΝΤΡΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΔΗΜΟΣ ΑΘΗΝΑΙΩΝ,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΑΘΗΝΑΙΩΝ,2107779845,6955386221 (Δικηγ),liza.stoi@eie.com.gr
997257885,"ΣΥΛΛΟΓΟΣ ΓΟΝΕΩΝ ΚΑΙ ΦΙΛΩΝ ΑΝΘΡΩΠΩΝ ΜΕ ΔΙΑΓΝΩΣΗ ΣΤΟ ΦΑΣΜΑ ΤΟΥ ΑΥΤΙΣΜΟΥ ΔΗΜΟΥ ΛΕΣΒΟΥ, ΣΥΝ-Εξέλιξη                                        ΣΥΝ-ΕΞΕΛΙΞΗ",-,"ΑΓ. ΠΑΝΤΕΛΕΗΜΟΝΑ 4, ΤΚ:81100",ΠΕΡΙΦΕΡΕΙΑ ΒΟΡΕΙΟΥ ΑΙΓΑΙΟΥ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΛΕΣΒΟΥ,ΔΗΜΟΣ ΜΥΤΙΛΗΝΗΣ,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΜΥΤΙΛΗΝΗΣ,2251026334,6975751772,synexelixilesvos@gmail.com
090000900,"ΑΣΥΛΟΝ ΠΕΝΗΤΩΝ Β. ΑΘΑΝΑΣΙΟΥ ΠΡΩΘΙΕΡΕΩΣ ΓΗΡΟΚΟΜΕΙΟΝ ΠΕΙΡΑΙΩΣ ",-,"ΓΡ. ΛΑΜΠΡΑΚΗ 41, ΤΚ:18534",ΠΕΡΙΦΕΡΕΙΑ ΑΤΤΙΚΗΣ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΠΕΙΡΑΙΩΣ,ΔΗΜΟΣ ΠΕΙΡΑΙΩΣ,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΠΕΙΡΑΙΩΣ,2104143983,2104143985,info@girokomeiopeiraios.gr
999910131,ΠΝΟΗ ΣΥΛΛΟΓΟΣ ΓΙΑ ΤΟ ΠΑΙΔΙ ΚΑΙ ΤΗΝ ΟΙΚΟΓΕΝΕΙΑ,ΠΝΟΗ,"Κ. ΤΣΟΛΑΚΗ 23, ΤΚ:65403",ΠΕΡΙΦΕΡΕΙΑ ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΚΑΒΑΛΑΣ,ΔΗΜΟΣ ΚΑΒΑΛΑΣ,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΚΑΒΑΛΑΣ,2510232211,-,info@pnoi-kavala.com
090030480,ΠΑΙΔΙΚΑ ΧΩΡΙΑ SOS ΕΛΛΑΔΟΣ,-,"ΕΡΜΟΥ 6, ΤΚ:10563",ΠΕΡΙΦΕΡΕΙΑ ΑΤΤΙΚΗΣ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΚΕΝΤΡΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΔΗΜΟΣ ΑΘΗΝΑΙΩΝ,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΑΘΗΝΑΙΩΝ,2103313661,6947564204,sosathens@sos-villages.gr
996971075,ΚΑΙΝΟΤΟΜΕΣ ΔΡΑΣΕΙΣ ΣΤΗΝ ΕΚΠΑΙΔΕΥΣΗ ΤΟΝ ΤΟΥΡΙΣΜΟ ΤΗΝ ΥΓΕΙΑ ΚΑΙ ΤΟΝ ΔΙΑΠΟΛΙΤΙΣΜΟ  (ΚΔΕΤΥΔ),-,"ΠΑΤΡΟΚΛΟΥ 1, ΤΚ:66133",ΠΕΡΙΦΕΡΕΙΑ ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΔΡΑΜΑΣ,ΔΗΜΟΣ ΔΡΑΜΑΣ,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΔΡΑΜΑΣ,2521037315,6932632403,innovatingactivities.kdetyd@yahoo.com
