ΑΦΜ,Επωνυμία,Διακριτικός Τίτλος,Νομική Μορφή,ΦΕΚ,ΦΕΚ Ανανέωσης,Διάρκεια Πιστοποίησης Έως,Ηλικιακή Ομάδα,Υπηρεσίες,Δομές
090300392,"ΤΟ ΧΑΜΟΓΕΛΟ ΤΟΥ ΠΑΙΔΙΟΥ ",-,Σωματείο – Σύλλογος,Β΄4048,,28/07/2029,"Κάτω των 5 ετών, Μεταξύ 6 - 12 ετών, Μεταξύ 13 - 17 ετών, Μεταξύ 18 - 25 ετών, Μεταξύ 26 - 45 ετών, Μεταξύ 46 - 65 ετών","Αιμοδοσία,Έκδοση ενημερωτικού/επιστημονικού υλικού (βιβλία & αφίσες & φυλλάδια & περιοδικά & κ.α.),Εκπαίδευση επαγγελματιών,Ενημέρωση/πληροφόρηση,Εργοθεραπεία,Λογοθεραπεία,Παιδαγωγικές δραστηριότητες,Προάσπιση δικαιωμάτων και διεκδίκηση θεσμικών αλλαγών,Προληπτική ιατρική παρακολούθηση,Συμβουλευτική στήριξη,Υλική βοήθεια (είδος και χρήμα),Φιλοξενία,Φροντίδα – δημιουργική απασχόληση (Κ.Δ.Α.Π. Α.μεΑ. & βρεφονηπιακοί σταθμοί & κ.α.),Φροντίδα στο σπίτι,Ψυχιατρική παρακολούθηση,Ψυχολογική υποστήριξη","ΠΑΝΕΛΛΗΝΙΟ ΣΥΝΤΟΝΙΣΤΙΚΟ, ΕΠΙΧΕΙΡΗΣΙΑΚΟ ΚΕΝΤΡΟ  ΑΜΕΣΗΣ ΚΟΙΝΩΝΙΚΗΣ  & ΙΑΤΡΙΚΗΣ ΕΠΕΜΒΑΣΗ  ¨ΑΝΔΡΕΑΣ ΓΙΑΝΝΟΠΟΥΛΟΣ "" - ΓΡΑΜΜΕΣ ΥΠΟΣΤΗΡΙΞΗΣ & ΒΟΗΘΕΙΑΣ  1056/116000/116111/1017, ΕΠΙΧΕΙΡΗΣΙΑΚΟ ΚΕΝΤΡΟ  ΑΜΕΣΗΣ ΚΟΙΝΩΝΙΚΗΣ  & ΙΑΤΡΙΚΗΣ ΕΠΕΜΒΑΣΗ  ¨ΑΝΔΡΕΑΣ ΓΙΑΝΝΟΠΟΥΛΟΣ "" - ΚΕΝΤΡΟ ΥΠΗΡΕΣΙΩΝ ΥΓΕΙΑΣ , ΕΠΙΧΕΙΡΗΣΙΑΚΟ ΚΕΝΤΡΟ  ΑΜΕΣΗΣ ΚΟΙΝΩΝΙΚΗΣ  & ΙΑΤΡΙΚΗΣ ΕΠΕΜΒΑΣΗ  ¨ΑΝΔΡΕΑΣ ΓΙΑΝΝΟΠΟΥΛΟΣ "" - ΕΘΝΙΚΟ  ΚΕΝΤΡΟ ΓΙΑ ΤΗΝ ΚΑΚΟΠΟΙΗΣΗ & ΕΚΜΕΤΑΛΛΕΥΣΗ, ΕΠΙΧΕΙΡΗΣΙΑΚΟ ΚΕΝΤΡΟ  ΑΜΕΣΗΣ ΚΟΙΝΩΝΙΚΗΣ  & ΙΑΤΡΙΚΗΣ ΕΠΕΜΒΑΣΗ  ¨ΑΝΔΡΕΑΣ ΓΙΑΝΝΟΠΟΥΛΟΣ ""  -  ΤΜΗΜΑ ΠΡΟΛΗΨΗΣ ΚΑΙ ΕΥΑΙΣΘΗΤΟΠΟΙΗΣΗΣ ΜΑΘΗΤΩΝ , ΕΚΠΑΙΔΕΥΤΙΚΩΝ , ΓΟΝΕΩΝ, ΕΠΙΧΕΙΡΗΣΙΑΚΟ ΚΕΝΤΡΟ ΑΜΕΣΗΣ ΚΟΙΝΩΝΙΚΗΣ & ΙΑΤΡΙΚΗΣ ΕΠΕΜΒΑΣΗΣ "" ΑΝΔΡΕΑΣ ΓΙΑΝΝΟΠΟΥΛΟΣ"" - ΚΕΝΤΡΟ  ΔΙΑΧΕΙΡΙΣΗΣ ΚΡΙΣΕΩΝ,ΑΚΑΔΗΜΙΑ ΕΚΠΑΙΔΕΥΣΗΣ & ΕΠΙΜΟΡΦΩΣΗΣ SMILE ACADEMY,ΣΠΙΤΙ ΦΙΛΟΞΕΝΙΑΣ ΠΑΙΔΙΩΝ ΣΕ ΚΙΝΔΥΝΟ -  ΤΕΜΕΝΗ ΑΙΓΙΟΥ  ,ΣΠΙΤΙ ΦΙΛΟΞΕΝΙΑΣ ΠΑΙΔΙΩΝ ΣΕ ΚΙΝΔΥΝΟ -  ΜΟΣΧΑΤΟ ΑΤΤΙΚΗΣ ,ΣΠΙΤΙ ΦΙΛΟΞΕΝΙΑΣ ΠΑΙΔΙΩΝ ΣΕ ΚΙΝΔΥΝΟ -   ΜΑΡΟΥΣΙ ΑΤΤΙΚΗΣ ,ΣΠΙΤΙ ΦΙΛΟΞΕΝΙΑΣ ΠΑΙΔΙΩΝ ΣΕ ΚΙΝΔΥΝΟ -  ΜΕΛΙΣΣΙΑ ΑΤΤΙΚΗΣ ,ΣΠΙΤΙ ΦΙΛΟΞΕΝΙΑΣ ΠΑΙΔΙΩΝ ΣΕ ΚΙΝΔΥΝΟ -  ΚΑΡΕΑΣ ΑΤΤΙΚΗΣ ,ΣΠΙΤΙ ΗΜΕΡΗΣΙΑΣ ΦΡΟΝΤΙΔΑΣ ΚΑΛΥΒΙΩΝ ,ΣΠΙΤΙ ΗΜΕΡΗΣΙΑΣ ΦΡΟΝΤΙΔΑΣ ΠΑΙΔΙΩΝ  ΒΡΟΧΙΤΣΑ Ν. ΗΛΕΙΑΣ,ΣΠΙΤΙ ΗΜΕΡΗΣΙΑΣ ΦΡΟΝΤΙΔΑΣ ΠΑΙΔΙΩΝ ΑΓΙΟΥ ΝΙΚΟΛΑΟΥ ΧΑΛΚΙΔΑΣ,ΣΠΙΤΙ ΗΜΕΡΗΣΙΑΣ ΦΡΟΝΤΙΔΑΣ ΠΑΙΔΙΩΝ Ν.ΗΡΑΚΛΕΙΤΣΑΣ ,ΤΟ ΣΠΙΤΙ ΤΟΥ ΠΑΙΔΙΟΥ ,ΚΕΝΤΡΟ ΥΠΟΣΤΗΡΙΞΗΣ ΕΥΑΛΩΤΩΝ ΟΙΚΟΓΕΝΕΙΩΝ , ΠΑΙΔΙΩΝ & ΝΕΩΝ  ΑΜΑΡΟΥΣΙΟΥ, ΠΑΙΔΙΩΝ & ΝΕΩΝ  Ν. ΜΑΚΡΗ , ΠΑΙΔΙΩΝ & ΝΕΩΝ  ΙΛΙΟΝ ,ΚΕΝΤΡΟ ΥΠΟΣΤΗΡΙΞΗΣ ΕΥΑΛΩΤΩΝ ΟΙΚΟΕΓΝΕΙΩΝ , ΠΑΙΔΙΩΝ & ΝΕΩΝ  ΘΕΣΣΑΛΟΝΙΚΗΣ , ΠΑΙΔΙΩΝ ΚΑΙ ΝΕΩΝ ΕΠΑΝΟΜΗΣ , ΠΑΙΔΙΩΝ ΚΑΙ ΝΕΩΝ  ΛΑΡΙΣΑ ΘΕΣΣΑΛΙΑΣ , ΠΑΙΔΙΩΝ ΚΑΙ ΝΕΩΝ  ΚΕΡΚΥΡΑΣ , ΠΑΙΔΙΩΝ ΚΑΙ ΝΕΩΝ  ΠΥΡΓΟΥ  ΗΛΕΙΑΣ , ΠΑΙΔΙΩΝ ΚΑΙ ΝΕΩΝ ΧΑΝΙΩΝ ΚΡΗΤΗΣ , ΠΑΙΔΙΩΝ ΚΑΙ ΝΕΩΝ  ΡΕΘΥΜΝΟΥ ΚΡΗΤΗΣ, ΠΑΙΔΙΩΝ ΚΑΙ ΝΕΩΝ ΗΡΑΚΛΕΙΟΥ ΚΡΗΤΗΣ,ΤΟ ΧΑΜΟΓΕΛΟ ΤΟΥ ΠΑΙΔΙΟΥ ΣΤΗΝ ΚΟΡΙΝΘΟ,ΤΟ ΧΑΜΟΓΕΛΟ ΤΟΥ ΠΑΙΔΙΟΥ ΣΤΟΝ ΠΥΡΓΟ ,ΤΟ ΧΑΜΟΓΕΛΟ ΤΟΥ ΠΑΙΔΙΟΥ ΣΤΗΝ ΠΑΤΡΑ ,ΤΟ ΧΑΜΟΓΕΛΟ ΤΟΥ ΠΑΙΔΙΟΥ ΣΤΗΝ ΚΑΒΑΛΑ,ΤΟ ΧΑΜΟΓΕΛΟ ΤΟΥ ΠΑΙΔΙΟΥ ΣΤΗΝ ΛΑΡΙΣΑ,ΤΟ ΧΑΜΟΓΕΛΟ ΤΟΥ ΠΑΙΔΙΟΥ ΣΤΗΝ ΧΑΛΚΙΔΑ,ΤΟ ΧΑΜΟΓΕΛΟ ΤΟΥ ΠΑΙΔΙΟΥ ΣΤΑ ΧΑΝΙΑ ,ΤΟ ΧΑΜΟΓΕΛΟ ΤΟΥ ΠΑΙΔΙΟΥ ΣΤΟ ΗΡΑΚΛΕΙΟ,ΤΟ ΧΑΜΟΓΕΛΟ ΤΟΥ ΠΑΙΔΙΟΥ ΣΤΟ ΡΕΘΥΜΝΟ,ΤΟ ΧΑΜΟΓΕΛΟ ΤΟΥ ΠΑΙΔΙΟΥ ΣΤΗΝ ΘΕΣΣΑΛΟΝΙΚΗ,ΤΟ ΧΑΜΟΓΕΛΟ ΤΟΥ ΠΑΙΔΙΟΥ ΣΤΟΝ ΠΕΙΡΑΙΑ,ΠΑΝΕΛΛΗΝΙΟ ΣΥΝΤΟΝΙΣΤΙΚΟ , ΕΠΙΧΕΙΡΗΣΙΑΚΟ ΚΕΝΤΡΟ ΑΜΕΣΗΣ ΚΟΙΝΩΝΙΚΗΣ ΚΑΙ ΙΑΤΡΙΚΗΣ ΕΠΕΜΒΑΣΗΣ "" ΑΝΔΡΕΑΣ ΓΙΑΝΝΟΠΟΥΛΟΣ""- ΕΘΝΙΚΟ ΚΕΝΤΡΟ ΓΙΑ ΤΙΣ ΕΞΑΦΑΝΙΣΕΙΣ ΠΑΙΔΙΩΝ & ΕΝΗΛΙΚΩΝ ,ΣΠΙΤΙ ΦΙΛΟΞΕΝΙΑΣ ΠΑΙΔΙΩΝ ΣΕ ΚΙΝΔΥΝΟ  - ΦΟΙΝΙΚΑΣ ΚΑΛΑΜΑΡΙΑΣ ,ΤΟ ΧΑΜΟΓΕΛΟ ΤΟΥ ΠΑΙΔΙΟΥ - ΕΔΡΑ "
090000912,"ΔΕΚΑΖΕΙΟΝ ΓΗΡΟΚΟΜΕΙΟΝ ΤΡΙΠΟΛΕΩΣ ""Ο ΑΓΙΟΣ ΝΙΚΟΛΑΟΣ""",-,Άλλο (ΝΠΙΔ Μη Κερδοσκοπικό),Β΄4495,,20/08/2029,Μεταξύ 66 - 80 ετών,Φιλοξενία,ΔΕΚΑΖΕΙΟ ΓΗΡΟΚΟΜΕΙΟ ΤΡΙΠΟΛΕΩΣ
090126987,Πηνελόπειο Ίδρυμα,-,Ίδρυμα,Β' 6303/24-11-2025,,24/11/2029,Κάτω των 5 ετών,Παιδαγωγικές δραστηριότητες,ΠΗΝΕΛΟΠΕΙΟΝ ΙΔΡΥΜΑ
090075670,ΓΗΡΟΚΟΜΕΙΟ ΟΡΘΟΔΟΞΟΥ ΧΡΙΣΤΙΑΝΙΚΗΣ ΕΝΩΣΕΩΣ ΚΥΡΙΩΝ ΘΗΒΩΝ,ΓΗΡΟΚΟΜΕΙΟ ΟΧΕΚ,Άλλο (ΝΠΙΔ Μη Κερδοσκοπικό),Β΄5476,,14/10/2029,"Μεταξύ 66 - 80 ετών, Άνω των 81 ετών","Διανυκτέρευση,Σίτιση,Φαρμακευτική φροντίδα,Φιλοξενία,Ψυχολογική υποστήριξη",ΓΗΡΟΚΟΜΕΙΟ ΟΧΕΚ
999769942,ΣΥΛΛΟΓΟΣ ΣΥΜΠΑΡΑΣΤΑΣΗΣ ΓΙΑ ΚΟΙΝΩΝΙΚΗ ΕΝΤΑΞΗ ΚΑΙ ΕΠΑΓΓΕΛΜΑΤΙΚΗ ΑΠΟΚΑΤΑΣΤΑΣΗ ΑΤΟΜΩΝ ΜΕ ΕΙΔΙΚΕΣ ΑΝΑΓΚΕΣ ΝΟΜΟΥ ΤΡΙΚΑΛΩΝ,-,Σωματείο – Σύλλογος,Β΄3696,,15/07/2029,"Μεταξύ 13 - 17 ετών, Μεταξύ 18 - 25 ετών, Μεταξύ 26 - 45 ετών, Μεταξύ 46 - 65 ετών, Μεταξύ 66 - 80 ετών","Εκπαίδευση επαγγελματιών,Ενημέρωση/πληροφόρηση,Επαγγελματική κατάρτιση,Επαγγελματικός προσανατολισμός,Εργοθεραπεία,Κατασκήνωση,Νομική βοήθεια,Παιδαγωγικές δραστηριότητες,Τοποθέτηση σε θέσεις εργασίας,Υλική βοήθεια (είδος και χρήμα),Ψυχολογική υποστήριξη","Το σπίτι των ΑΜΕΑ,Δωρεάν Διανομή προϊόντων"
090204109,ΕΘΝΙΚΗ ΣΥΝΟΜΟΣΠΟΝΔΙΑ ΑΤΟΜΩΝ ΜΕ ΑΝΑΠΗΡΙΑ," ",Άλλο (ΝΠΙΔ Μη Κερδοσκοπικό),B4154/17-7-2024,,17/07/2028,Γενικός Πληθυσμός,"Έκδοση ενημερωτικού/επιστημονικού υλικού (βιβλία & αφίσες & φυλλάδια & περιοδικά & κ.α.),Ενημέρωση/πληροφόρηση,Προάσπιση δικαιωμάτων και διεκδίκηση θεσμικών αλλαγών",
090045456,ΠΑΝΕΛΛΗΝΙΑ ΟΜΟΣΠΟΝΔΙΑ ΣΩΜΑΤΕΙΩΝ ΓΟΝΕΩΝ ΚΑΙ ΚΗΔΕΜΟΝΩΝ ΑΤΟΜΩΝ ΜΕ ΑΝΑΠΗΡΙΕΣ,-,Άλλο (ΝΠΙΔ Μη Κερδοσκοπικό),B4154/17-7-2024,,17/07/2028,Γενικός Πληθυσμός,"Έκδοση ενημερωτικού/επιστημονικού υλικού (βιβλία & αφίσες & φυλλάδια & περιοδικά & κ.α.),Εκπαίδευση εθελοντών,Εκπαίδευση επαγγελματιών,Ενημέρωση/πληροφόρηση,Κατασκήνωση,Νομική βοήθεια,Προάσπιση δικαιωμάτων και διεκδίκηση θεσμικών αλλαγών",
998531993,ΣΥΛΛΟΓΟΣ ΚΟΙΝΩΝΙΚΗΣ ΠΡΩΤΟΒΟΥΛΙΑΣ ΒΕΡΟΙΑΣ,ΠΡΩΤΟΒΟΥΛΙΑ ΓΙΑ ΤΟ ΠΑΙΔΙ,Σωματείο – Σύλλογος,Β΄540,,13/02/2029,"Γενικός Πληθυσμός, Μεταξύ 6 - 12 ετών, Μεταξύ 13 - 17 ετών, Μεταξύ 18 - 25 ετών","Διανυκτέρευση,Έκδοση ενημερωτικού/επιστημονικού υλικού (βιβλία & αφίσες & φυλλάδια & περιοδικά & κ.α.),Εκπαίδευση εθελοντών,Ενημέρωση/πληροφόρηση,Επαγγελματικός προσανατολισμός,Εργοθεραπεία,Κατασκήνωση,Λογοθεραπεία,Νομική βοήθεια,Παιδαγωγικές δραστηριότητες,Σίτιση,Συμβουλευτική στήριξη,Τοποθέτηση σε θέσεις εργασίας,Υλική βοήθεια (είδος και χρήμα),Φιλοξενία,Φροντίδα ατομικής υγιεινής,Ψυχιατρική παρακολούθηση,Ψυχολογική υποστήριξη","ΚΕΝΤΡΟ ΗΜΕΡΗΣΙΑΣ ΦΡΟΝΤΙΔΑΣ ΚΑΙ ΣΤΗΡΙΞΗΣ ΟΙΚΟΓΕΝΕΙΑΣ,ΤΟ ΣΠΙΤΙ ΤΗΣ ΒΕΡΓΙΝΑΣ,ΣΤΕΓΗ ΗΜΙΑΥΤΟΝΟΜΗΣ ΔΙΑΒΙΩΣΗΣ ΝΕΩΝ,ΚΕΝΤΡΟ ΑΝΑΦΟΡΑΣ ΚΑΙ ΠΑΡΟΧΗΣ ΣΥΜΒΟΥΛΕΥΤΙΚΗΣ,ΚΕΝΤΡΟ ΘΕΡΑΠΕΙΑΣ ΤΡΑΥΜΑΤΟΣ"
090072410,ΙΩΑΚΕΙΜΕΙΟ ΕΚΚΛΗΣΙΑΣΤΙΚΟ ΓΗΡΟΚΟΜΕΙΟ ΙΕΡΑΣ ΜΗΤΡΟΠΟΛΕΩΣ ΑΛΕΞΑΝΔΡΟΥΠΟΛΕΩΣ Μ.Φ.Η.-Μ.Κ.,-,Ίδρυμα,Β΄2033,,28/04/2029,"Μεταξύ 66 - 80 ετών, Άνω των 81 ετών","Εργοθεραπεία,Λογοθεραπεία,Προληπτική ιατρική παρακολούθηση,Σίτιση,Φαρμακευτική φροντίδα,Φιλοξενία,Φροντίδα ατομικής υγιεινής,Φυσικοθεραπεία,Ψυχιατρική παρακολούθηση",ΙΩΑΚΕΙΜΕΙΟ ΕΚΚΛΗΣΙΑΣΤΙΚΟ ΓΗΡΟΚΟΜΕΙΟ
099727693,ΣΥΛΛΟΓΟΣ ΑΤΟΜΩΝ ΜΕ ΑΝΑΠΗΡΙΑ ΝΟΜΟΥ ΑΡΚΑΔΙΑΣ,-,Σωματείο – Σύλλογος,Β΄5924,,24/10/2028,Γενικός Πληθυσμός,"Έκδοση ενημερωτικού/επιστημονικού υλικού (βιβλία & αφίσες & φυλλάδια & περιοδικά & κ.α.),Ενημέρωση/πληροφόρηση,Προάσπιση δικαιωμάτων και διεκδίκηση θεσμικών αλλαγών",
997939859,ΣΥΛΛΟΓΟΣ ΤΡΙΤΕΚΝΩΝ ΠΕΡΙΣΤΕΡΙΟΥ ΚΑΙ ΔΥΤΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,-,Σωματείο – Σύλλογος,Β΄1597,,02/04/2029,Γενικός Πληθυσμός,"Έκδοση ενημερωτικού/επιστημονικού υλικού (βιβλία & αφίσες & φυλλάδια & περιοδικά & κ.α.),Ενημέρωση/πληροφόρηση,Συμβουλευτική στήριξη",ΕΝΗΜΕΡΩΣΗ / ΠΛΗΡΟΦΟΡΗΣΗ
998311900,ΕΛΙΖΑ-ΕΤΑΙΡΙΑ ΚΑΤΑ ΤΗΣ ΚΑΚΟΠΟΙΗΣΗΣ ΤΟΥ ΠΑΙΔΙΟΥ,-,Σωματείο – Σύλλογος,Β 643,,17/02/2029,Γενικός Πληθυσμός,"Εκπαίδευση επαγγελματιών,Ενημέρωση/πληροφόρηση,Προάσπιση δικαιωμάτων και διεκδίκηση θεσμικών αλλαγών,Συμβουλευτική στήριξη,Ψυχολογική υποστήριξη","ΓΡΑΜΜΗ ΕΛΙΖΑ 10454,ΜΟΝΑΔΑ ΦΡΟΝΤΙΔΑΣ ΓΙΑ ΤΗΝ ΑΣΦΑΛΕΙΑ ΤΩΝ ΠΑΙΔΙΩΝ Π&Α ΚΥΡΙΑΚΟΥ,ΜΟΝΑΔΑ ΦΡΟΝΤΙΔΑΣ ΓΙΑ ΤΗΝ ΑΣΦΑΛΕΙΑ ΤΩΝ ΠΑΙΔΙΩΝ ΠΓΝ ΑΤΤΙΚΟΝ,ΜΟΝΑΔΑ ΦΡΟΝΤΙΔΑΣ ΓΙΑ ΤΗΝ ΑΣΦΑΛΕΙΑ ΤΩΝ ΠΑΙΔΙΩΝ ΠΓΝ ΑΛΕΞΑΝΔΡΟΥΠΟΛΗΣ,ΜΟΝΑΔΑ ΦΡΟΝΤΙΔΑΣ ΓΙΑ ΤΗΝ ΑΣΦΑΛΕΙΑ ΤΩΝ ΠΑΙΔΙΩΝ ΓΝ ΠΑΠΑΓΕΩΡΓΙΟΥ"
998154949,ΣΥΛΛΟΓΟΣ ΑΣΘΕΝΩΝ ΗΠΑΤΟΣ ΕΛΛΑΔΟΣ ΠΡΟΜΗΘΕΑΣ,-,Σωματείο – Σύλλογος,Β' 7095,,24/12/2028,Γενικός Πληθυσμός,"Έκδοση ενημερωτικού/επιστημονικού υλικού (βιβλία & αφίσες & φυλλάδια & περιοδικά & κ.α.),Εκπαίδευση εθελοντών,Ενημέρωση/πληροφόρηση,Νομική βοήθεια,Προάσπιση δικαιωμάτων και διεκδίκηση θεσμικών αλλαγών,Συμβουλευτική στήριξη,Συνοδεία ασθενών,Ψυχολογική υποστήριξη","ΣΥΛΛΟΓΟΣ ΑΣΘΕΝΩΝ ΗΠΑΤΟΣ ΕΛΛΑΔΟΣ ΠΡΟΜΗΘΕΑΣ,ΠΡΟΜΗΘΕΑΣ Community Hub"
999087906,"Πολιτιστικό Σωματείο Ατόμων με Αναπηρίες και μη ""Η ΦΛΟΓΑ""",-,Σωματείο – Σύλλογος,Β΄3247,,25/06/2029,"Μεταξύ 13 - 17 ετών, Μεταξύ 18 - 25 ετών, Μεταξύ 26 - 45 ετών, Μεταξύ 46 - 65 ετών","Εκπαίδευση εθελοντών,Ενημέρωση/πληροφόρηση,Νομική βοήθεια,Παιδαγωγικές δραστηριότητες,Φροντίδα – δημιουργική απασχόληση (Κ.Δ.Α.Π. Α.μεΑ. & βρεφονηπιακοί σταθμοί & κ.α.)","Πολιτιστικό Σωματείο Ατόμων με Αναπηρίες και μη ""Η ΦΛΟΓΑ"""
090002708,ΦΙΛΟΠΤΩΧΟΣ ΕΤΑΙΡΕΙΑ ΕΡΜΟΥΠΟΛΕΩΣ ΓΗΡΟΚΟΜΕΙΟ - ΠΤΩΧΟΚΟΜΕΙΟ,-,Σωματείο – Σύλλογος,Β΄2755,,04/06/2029,"Μεταξύ 66 - 80 ετών, Άνω των 81 ετών","Διανυκτέρευση,Προληπτική ιατρική παρακολούθηση,Πρωτοβάθμια νοσηλευτική φροντίδα (πρώτες βοήθειες),Σίτιση,Συμβουλευτική στήριξη,Φαρμακευτική φροντίδα,Φροντίδα ατομικής υγιεινής,Φυσικοθεραπεία",ΦΙΛΟΠΤΩΧΟΣ ΕΤΑΙΡΕΙΑ ΕΡΜΟΥΠΟΛΕΩΣ ΓΗΡΟΚΟΜΕΙΟ - ΠΤΩΧΟΚΟΜΕΙΟ
090169244,"ΣΥΛΛΟΓΟΣ ΓΟΝΕΩΝ ΚΑΙ ΚΗΔΕΜΟΝΩΝ ΠΑΙΔΙΩΝ ΜΕ ΝΕΟΠΛΑΣΜΑΤΙΚΕΣ ΠΑΘΗΣΕΙΣ ΝΟΣΟΚΟΜΕΙΟΥ ΠΑΙΔΩΝ ΑΓ. ΣΟΦΙΑ ""Η ΠΙΣΤΗ"" ",-,Σωματείο – Σύλλογος,Β' 6550,,09/12/2029,Γενικός Πληθυσμός,"Ενημέρωση/πληροφόρηση,Παιδαγωγικές δραστηριότητες,Προάσπιση δικαιωμάτων και διεκδίκηση θεσμικών αλλαγών,Συμβουλευτική στήριξη,Υλική βοήθεια (είδος και χρήμα),Ψυχολογική υποστήριξη","ΣΥΛΛΟΓΟΣ ΓΟΝΕΩΝ ΚΑΙ ΚΗΔΕΜΟΝΩΝ ΠΑΙΔΙΩΝ ΜΕ ΝΕΟΠΛΑΣΜΑΤΙΚΕΣ ΠΑΘΗΣΕΙΣ ""Η ΠΙΣΤΗ"""
090109550,ΕΝΩΣΗ ΚΥΡΙΩΝ ΔΡΑΜΑΣ - ΣΠΙΤΙ ΑΝΟΙΧΤΗΣ ΦΙΛΟΞΕΝΙΑΣ,-,Σωματείο – Σύλλογος,Β΄7095,,24/12/2028,Γενικός Πληθυσμός,"Διαπολιτισμική διαμεσολάβηση,Εκπαίδευση εθελοντών,Ενημέρωση/πληροφόρηση,Επαγγελματική κατάρτιση,Νομική βοήθεια,Παιδαγωγικές δραστηριότητες,Προάσπιση δικαιωμάτων και διεκδίκηση θεσμικών αλλαγών,Προληπτική ιατρική παρακολούθηση,Σίτιση,Συμβουλευτική στήριξη,Τοποθέτηση σε θέσεις εργασίας,Υλική βοήθεια (είδος και χρήμα),Φαρμακευτική φροντίδα,Φιλοξενία,Φροντίδα – δημιουργική απασχόληση (Κ.Δ.Α.Π. Α.μεΑ. & βρεφονηπιακοί σταθμοί & κ.α.),Ψυχολογική υποστήριξη","Ξενώνας Ανοιχτής Φιλοξενίας "
090075657,ΔΙΑΚΟΝΙΑ ΑΓΑΠΗΣ,-,Ίδρυμα,Β' 4488,,20/08/2029,"Μεταξύ 66 - 80 ετών, Άνω των 81 ετών","Διανυκτέρευση,Σίτιση,Φαρμακευτική φροντίδα,Φιλοξενία,Φροντίδα ατομικής υγιεινής,Ψυχολογική υποστήριξη",ΔΙΑΚΟΝΙΑ ΑΓΑΠΗΣ
998779962,"ΚΕΝΤΡΟ ΔΙΗΜΕΡΕΥΣΗΣ ΚΑΙ ΗΜΕΡΗΣΙΑΣ ΦΡΟΝΤΙΔΑΣ ΓΙΑ ΑΤΟΜΑ ΜΕ ΕΙΔΙΚΕΣ ΑΝΑΓΚΕΣ ""ΕΙΔΙΚΗ ΠΑΙΔΕΙΑ""","ΚΔΗΦ ΑΜΕΑ ἙΙΔΙΚΗ ΠΑΙΔΕΙΑ""",Άλλο (ΝΠΙΔ Μη Κερδοσκοπικό),Β΄2755,,04/06/2029,"Μεταξύ 18 - 25 ετών, Μεταξύ 26 - 45 ετών, Μεταξύ 46 - 65 ετών","Έκδοση ενημερωτικού/επιστημονικού υλικού (βιβλία & αφίσες & φυλλάδια & περιοδικά & κ.α.),Εκπαίδευση εθελοντών,Εκπαίδευση επαγγελματιών,Ενημέρωση/πληροφόρηση,Εργοθεραπεία,Κατασκήνωση,Λογοθεραπεία,Παιδαγωγικές δραστηριότητες,Προληπτική ιατρική παρακολούθηση,Πρωτοβάθμια νοσηλευτική φροντίδα (πρώτες βοήθειες),Σίτιση,Συμβουλευτική στήριξη,Υλική βοήθεια (είδος και χρήμα),Φαρμακευτική φροντίδα,Φροντίδα ατομικής υγιεινής,Φυσικοθεραπεία,Ψυχιατρική παρακολούθηση,Ψυχολογική υποστήριξη","ΚΕΝΤΡΟ ΔΙΗΜΕΡΕΥΣΗΣ ΚΑΙ ΗΜΕΡΗΣΙΑΣ ΦΡΟΝΤΙΔΑΣ ΓΙΑ ΑΤΟΜΑ ΜΕ ΕΙΔΙΚΕΣ ΑΝΑΓΚΕΣ ""ΕΙΔΙΚΗ ΠΑΙΔΕΙΑ"""
997418789,Α.μ.Κ.Ε. Δύναμη Ζωής,-,Αστική μη Κερδοσκοπική Εταιρεία,Β' 7095,,24/12/2028,"Γενικός Πληθυσμός, Κάτω των 5 ετών, Μεταξύ 6 - 12 ετών, Μεταξύ 13 - 17 ετών, Μεταξύ 18 - 25 ετών, Μεταξύ 26 - 45 ετών, Μεταξύ 46 - 65 ετών, Μεταξύ 66 - 80 ετών, Άνω των 81 ετών","Ενημέρωση/πληροφόρηση,Προάσπιση δικαιωμάτων και διεκδίκηση θεσμικών αλλαγών,Προληπτική ιατρική παρακολούθηση,Συμβουλευτική στήριξη,Συνοδεία ασθενών,Φαρμακευτική φροντίδα,Ψυχολογική υποστήριξη","Κοινωνικό Παντοπωλείο Καλλιθέας,Κοινωνικό Φαρμακείο Δήμου Καλλιθέας,Κοινωνικό Φαρμακείο Σπάτων-Αρτέμιδος,Στέγαση και Εργασία για τους Αστέγους-ΣΕ16,Στέγαση και Εργασία για τους Αστέγους-ΣΕ17"
